Number of Cyc., xdisp_rel (FISH), xdisp_meas (FISH)
33200, 6.0541704E-002, 1.0200000E-001
33210, 6.0580876E-002, 1.0200000E-001
33220, 6.0621885E-002, 1.0200000E-001
33230, 6.0664842E-002, 1.0200000E-001
33240, 6.0709106E-002, 1.0200000E-001
33250, 6.0750476E-002, 1.0200000E-001
33260, 6.0785675E-002, 1.0200000E-001
33270, 6.0814430E-002, 1.0200000E-001
33280, 6.0835476E-002, 1.0200000E-001
33290, 6.0850931E-002, 1.0200000E-001
33300, 6.0861112E-002, 1.0200000E-001
33310, 6.0868379E-002, 1.0200000E-001
33320, 6.0876338E-002, 1.0200000E-001
33330, 6.0886784E-002, 1.0200000E-001
33340, 6.0896927E-002, 1.0200000E-001
33350, 6.0909445E-002, 1.0200000E-001
33360, 6.0923992E-002, 1.0200000E-001
33370, 6.0939195E-002, 1.0200000E-001
33380, 6.0955326E-002, 1.0200000E-001
33390, 6.0972860E-002, 1.0200000E-001
33400, 6.0992960E-002, 1.0200000E-001
33410, 6.1015315E-002, 1.0200000E-001
33420, 6.1040277E-002, 1.0200000E-001
33430, 6.1067759E-002, 1.0200000E-001
33440, 6.1097572E-002, 1.0200000E-001
33450, 6.1130036E-002, 1.0200000E-001
33460, 6.1165026E-002, 1.0200000E-001
33470, 6.1198148E-002, 1.0200000E-001
33480, 6.1232733E-002, 1.0200000E-001
33490, 6.1269837E-002, 1.0200000E-001
33500, 6.1306516E-002, 1.0200000E-001
33510, 6.1342130E-002, 1.0200000E-001
33520, 6.1377872E-002, 1.0200000E-001
33530, 6.1411907E-002, 1.0200000E-001
33540, 6.1445726E-002, 1.0200000E-001
33550, 6.1478914E-002, 1.0200000E-001
33560, 6.1511658E-002, 1.0200000E-001
33570, 6.1541698E-002, 1.0200000E-001
33580, 6.1567713E-002, 1.0200000E-001
33590, 6.1589116E-002, 1.0200000E-001
33600, 6.1606677E-002, 1.0200000E-001
33610, 6.1621345E-002, 1.0200000E-001
33620, 6.1632417E-002, 1.0200000E-001
33630, 6.1642551E-002, 1.0200000E-001
33640, 6.1655316E-002, 1.0200000E-001
33650, 6.1669737E-002, 1.0200000E-001
33660, 6.1684230E-002, 1.0200000E-001
33670, 6.1697943E-002, 1.0200000E-001
33680, 6.1711050E-002, 1.0200000E-001
33690, 6.1724455E-002, 1.0200000E-001
33700, 6.1738923E-002, 1.0200000E-001
33710, 6.1753655E-002, 1.0200000E-001
33720, 6.1768504E-002, 1.0200000E-001
33730, 6.1785275E-002, 1.0200000E-001
33740, 6.1803015E-002, 1.0200000E-001
33750, 6.1821142E-002, 1.0200000E-001
33760, 6.1838777E-002, 1.0200000E-001
33770, 6.1856681E-002, 1.0200000E-001
33780, 6.1875815E-002, 1.0200000E-001
33790, 6.1897434E-002, 1.0200000E-001
33800, 6.1921716E-002, 1.0200000E-001
33810, 6.1947152E-002, 1.0200000E-001
33820, 6.1973130E-002, 1.0200000E-001
33830, 6.1999610E-002, 1.0200000E-001
33840, 6.2028198E-002, 1.0200000E-001
33850, 6.2058748E-002, 1.0200000E-001
33860, 6.2088573E-002, 1.0200000E-001
33870, 6.2119731E-002, 1.0200000E-001
33880, 6.2152084E-002, 1.0200000E-001
33890, 6.2185615E-002, 1.0200000E-001
33900, 6.2220375E-002, 1.0200000E-001
33910, 6.2255452E-002, 1.0200000E-001
33920, 6.2290497E-002, 1.0200000E-001
33930, 6.2325204E-002, 1.0200000E-001
33940, 6.2362080E-002, 1.0200000E-001
33950, 6.2400780E-002, 1.0200000E-001
33960, 6.2438232E-002, 1.0200000E-001
33970, 6.2472838E-002, 1.0200000E-001
33980, 6.2501838E-002, 1.0200000E-001
33990, 6.2525081E-002, 1.0200000E-001
34000, 6.2542252E-002, 1.0200000E-001
34010, 6.2554133E-002, 1.0200000E-001
34020, 6.2561292E-002, 1.0200000E-001
34030, 6.2568435E-002, 1.0200000E-001
34040, 6.2575446E-002, 1.0200000E-001
34050, 6.2582510E-002, 1.0200000E-001
34060, 6.2589230E-002, 1.0200000E-001
34070, 6.2597852E-002, 1.0200000E-001
34080, 6.2607694E-002, 1.0200000E-001
34090, 6.2617057E-002, 1.0200000E-001
34100, 6.2626061E-002, 1.0200000E-001
34110, 6.2639515E-002, 1.0200000E-001
34120, 6.2657329E-002, 1.0200000E-001
34130, 6.2678380E-002, 1.0200000E-001
34140, 6.2700596E-002, 1.0200000E-001
34150, 6.2723989E-002, 1.0200000E-001
34160, 6.2750794E-002, 1.0200000E-001
34170, 6.2779361E-002, 1.0200000E-001
34180, 6.2809291E-002, 1.0200000E-001
34190, 6.2839178E-002, 1.0200000E-001
34200, 6.2870203E-002, 1.0200000E-001
34210, 6.2902183E-002, 1.0200000E-001
34220, 6.2935263E-002, 1.0200000E-001
34230, 6.2969547E-002, 1.0200000E-001
34240, 6.3004277E-002, 1.0200000E-001
34250, 6.3039015E-002, 1.0200000E-001
34260, 6.3073903E-002, 1.0200000E-001
34270, 6.3108499E-002, 1.0200000E-001
34280, 6.3143030E-002, 1.0200000E-001
34290, 6.3174754E-002, 1.0200000E-001
34300, 6.3205317E-002, 1.0200000E-001
34310, 6.3234643E-002, 1.0200000E-001
34320, 6.3258138E-002, 1.0200000E-001
34330, 6.3276974E-002, 1.0200000E-001
34340, 6.3292520E-002, 1.0200000E-001
34350, 6.3303342E-002, 1.0200000E-001
34360, 6.3311397E-002, 1.0200000E-001
34370, 6.3318875E-002, 1.0200000E-001
34380, 6.3327782E-002, 1.0200000E-001
34390, 6.3336451E-002, 1.0200000E-001
34400, 6.3343594E-002, 1.0200000E-001
34410, 6.3351352E-002, 1.0200000E-001
34420, 6.3359714E-002, 1.0200000E-001
34430, 6.3372035E-002, 1.0200000E-001
34440, 6.3385893E-002, 1.0200000E-001
34450, 6.3401020E-002, 1.0200000E-001
34460, 6.3416594E-002, 1.0200000E-001
34470, 6.3433091E-002, 1.0200000E-001
34480, 6.3451699E-002, 1.0200000E-001
34490, 6.3472181E-002, 1.0200000E-001
34500, 6.3494180E-002, 1.0200000E-001
34510, 6.3518624E-002, 1.0200000E-001
34520, 6.3544223E-002, 1.0200000E-001
34530, 6.3570488E-002, 1.0200000E-001
34540, 6.3599039E-002, 1.0200000E-001
34550, 6.3629682E-002, 1.0200000E-001
34560, 6.3662600E-002, 1.0200000E-001
34570, 6.3697754E-002, 1.0200000E-001
34580, 6.3738023E-002, 1.0200000E-001
34590, 6.3779759E-002, 1.0200000E-001
34600, 6.3820770E-002, 1.0200000E-001
34610, 6.3862833E-002, 1.0200000E-001
34620, 6.3906548E-002, 1.0200000E-001
34630, 6.3948863E-002, 1.0200000E-001
34640, 6.3986909E-002, 1.0200000E-001
34650, 6.4020522E-002, 1.0200000E-001
34660, 6.4052360E-002, 1.0200000E-001
34670, 6.4077380E-002, 1.0200000E-001
34680, 6.4094464E-002, 1.0200000E-001
34690, 6.4105965E-002, 1.0200000E-001
34700, 6.4110819E-002, 1.0200000E-001
34710, 6.4114733E-002, 1.0200000E-001
34720, 6.4121079E-002, 1.0200000E-001
34730, 6.4128714E-002, 1.0200000E-001
34740, 6.4137554E-002, 1.0200000E-001
34750, 6.4144465E-002, 1.0200000E-001
34760, 6.4151271E-002, 1.0200000E-001
34770, 6.4157213E-002, 1.0200000E-001
34780, 6.4162251E-002, 1.0200000E-001
34790, 6.4167915E-002, 1.0200000E-001
34800, 6.4174351E-002, 1.0200000E-001
34810, 6.4182235E-002, 1.0200000E-001
34820, 6.4190952E-002, 1.0200000E-001
34830, 6.4202761E-002, 1.0200000E-001
34840, 6.4217022E-002, 1.0200000E-001
34850, 6.4233354E-002, 1.0200000E-001
34860, 6.4250492E-002, 1.0200000E-001
34870, 6.4269640E-002, 1.0200000E-001
34880, 6.4291917E-002, 1.0200000E-001
34890, 6.4315662E-002, 1.0200000E-001
34900, 6.4341321E-002, 1.0200000E-001
34910, 6.4367942E-002, 1.0200000E-001
34920, 6.4395870E-002, 1.0200000E-001
34930, 6.4423942E-002, 1.0200000E-001
34940, 6.4452903E-002, 1.0200000E-001
34950, 6.4482937E-002, 1.0200000E-001
34960, 6.4514374E-002, 1.0200000E-001
34970, 6.4544940E-002, 1.0200000E-001
34980, 6.4575491E-002, 1.0200000E-001
34990, 6.4607567E-002, 1.0200000E-001
35000, 6.4641228E-002, 1.0200000E-001
35010, 6.4675818E-002, 1.0200000E-001
35020, 6.4704243E-002, 1.0200000E-001
35030, 6.4728430E-002, 1.0200000E-001
35040, 6.4749636E-002, 1.0200000E-001
35050, 6.4768552E-002, 1.0200000E-001
35060, 6.4784097E-002, 1.0200000E-001
35070, 6.4799668E-002, 1.0200000E-001
35080, 6.4813342E-002, 1.0200000E-001
35090, 6.4825699E-002, 1.0200000E-001
35100, 6.4838313E-002, 1.0200000E-001
35110, 6.4852163E-002, 1.0200000E-001
35120, 6.4864758E-002, 1.0200000E-001
35130, 6.4877171E-002, 1.0200000E-001
35140, 6.4891106E-002, 1.0200000E-001
35150, 6.4907129E-002, 1.0200000E-001
35160, 6.4924879E-002, 1.0200000E-001
35170, 6.4944222E-002, 1.0200000E-001
35180, 6.4965649E-002, 1.0200000E-001
35190, 6.4988902E-002, 1.0200000E-001
35200, 6.5013647E-002, 1.0200000E-001
35210, 6.5041695E-002, 1.0200000E-001
35220, 6.5071683E-002, 1.0200000E-001
35230, 6.5102341E-002, 1.0200000E-001
35240, 6.5133935E-002, 1.0200000E-001
35250, 6.5164806E-002, 1.0200000E-001
35260, 6.5195300E-002, 1.0200000E-001
35270, 6.5226170E-002, 1.0200000E-001
35280, 6.5257768E-002, 1.0200000E-001
35290, 6.5290371E-002, 1.0200000E-001
35300, 6.5320906E-002, 1.0200000E-001
35310, 6.5350310E-002, 1.0200000E-001
35320, 6.5377814E-002, 1.0200000E-001
35330, 6.5403295E-002, 1.0200000E-001
35340, 6.5423659E-002, 1.0200000E-001
35350, 6.5440814E-002, 1.0200000E-001
35360, 6.5455347E-002, 1.0200000E-001
35370, 6.5467983E-002, 1.0200000E-001
35380, 6.5478431E-002, 1.0200000E-001
35390, 6.5489529E-002, 1.0200000E-001
35400, 6.5500461E-002, 1.0200000E-001
35410, 6.5511476E-002, 1.0200000E-001
35420, 6.5523284E-002, 1.0200000E-001
35430, 6.5535450E-002, 1.0200000E-001
35440, 6.5546851E-002, 1.0200000E-001
35450, 6.5559028E-002, 1.0200000E-001
35460, 6.5571098E-002, 1.0200000E-001
35470, 6.5584025E-002, 1.0200000E-001
35480, 6.5598439E-002, 1.0200000E-001
35490, 6.5614458E-002, 1.0200000E-001
35500, 6.5631640E-002, 1.0200000E-001
35510, 6.5648633E-002, 1.0200000E-001
35520, 6.5667518E-002, 1.0200000E-001
35530, 6.5688916E-002, 1.0200000E-001
35540, 6.5712103E-002, 1.0200000E-001
35550, 6.5736866E-002, 1.0200000E-001
35560, 6.5763018E-002, 1.0200000E-001
35570, 6.5791415E-002, 1.0200000E-001
35580, 6.5821541E-002, 1.0200000E-001
35590, 6.5850779E-002, 1.0200000E-001
35600, 6.5880615E-002, 1.0200000E-001
35610, 6.5911763E-002, 1.0200000E-001
35620, 6.5943587E-002, 1.0200000E-001
35630, 6.5975859E-002, 1.0200000E-001
35640, 6.6006936E-002, 1.0200000E-001
35650, 6.6040840E-002, 1.0200000E-001
35660, 6.6075386E-002, 1.0200000E-001
35670, 6.6109187E-002, 1.0200000E-001
35680, 6.6138533E-002, 1.0200000E-001
35690, 6.6165861E-002, 1.0200000E-001
35700, 6.6190530E-002, 1.0200000E-001
35710, 6.6211741E-002, 1.0200000E-001
35720, 6.6229424E-002, 1.0200000E-001
35730, 6.6245392E-002, 1.0200000E-001
35740, 6.6259277E-002, 1.0200000E-001
35750, 6.6274635E-002, 1.0200000E-001
35760, 6.6291016E-002, 1.0200000E-001
35770, 6.6308425E-002, 1.0200000E-001
35780, 6.6326914E-002, 1.0200000E-001
35790, 6.6347038E-002, 1.0200000E-001
35800, 6.6371280E-002, 1.0200000E-001
35810, 6.6396518E-002, 1.0200000E-001
35820, 6.6421592E-002, 1.0200000E-001
35830, 6.6448454E-002, 1.0200000E-001
35840, 6.6478063E-002, 1.0200000E-001
35850, 6.6513815E-002, 1.0200000E-001
35860, 6.6553429E-002, 1.0200000E-001
35870, 6.6593783E-002, 1.0200000E-001
35880, 6.6631540E-002, 1.0200000E-001
35890, 6.6668106E-002, 1.0200000E-001
35900, 6.6703611E-002, 1.0200000E-001
35910, 6.6735846E-002, 1.0200000E-001
35920, 6.6766558E-002, 1.0200000E-001
35930, 6.6795400E-002, 1.0200000E-001
35940, 6.6818892E-002, 1.0200000E-001
35950, 6.6838288E-002, 1.0200000E-001
35960, 6.6856096E-002, 1.0200000E-001
35970, 6.6868099E-002, 1.0200000E-001
35980, 6.6878200E-002, 1.0200000E-001
35990, 6.6890367E-002, 1.0200000E-001
36000, 6.6903717E-002, 1.0200000E-001
36010, 6.6919811E-002, 1.0200000E-001
36020, 6.6933688E-002, 1.0200000E-001
36030, 6.6942878E-002, 1.0200000E-001
36040, 6.6951315E-002, 1.0200000E-001
36050, 6.6959690E-002, 1.0200000E-001
36060, 6.6965848E-002, 1.0200000E-001
36070, 6.6975045E-002, 1.0200000E-001
36080, 6.6982877E-002, 1.0200000E-001
36090, 6.6991351E-002, 1.0200000E-001
36100, 6.6999496E-002, 1.0200000E-001
36110, 6.7007945E-002, 1.0200000E-001
36120, 6.7017839E-002, 1.0200000E-001
36130, 6.7031688E-002, 1.0200000E-001
36140, 6.7047421E-002, 1.0200000E-001
36150, 6.7065507E-002, 1.0200000E-001
36160, 6.7084883E-002, 1.0200000E-001
36170, 6.7104850E-002, 1.0200000E-001
36180, 6.7124200E-002, 1.0200000E-001
36190, 6.7141133E-002, 1.0200000E-001
36200, 6.7157514E-002, 1.0200000E-001
36210, 6.7174487E-002, 1.0200000E-001
36220, 6.7192581E-002, 1.0200000E-001
36230, 6.7211711E-002, 1.0200000E-001
36240, 6.7233153E-002, 1.0200000E-001
36250, 6.7257128E-002, 1.0200000E-001
36260, 6.7282834E-002, 1.0200000E-001
36270, 6.7309801E-002, 1.0200000E-001
36280, 6.7337824E-002, 1.0200000E-001
36290, 6.7364432E-002, 1.0200000E-001
36300, 6.7390438E-002, 1.0200000E-001
36310, 6.7416316E-002, 1.0200000E-001
36320, 6.7442948E-002, 1.0200000E-001
36330, 6.7468163E-002, 1.0200000E-001
36340, 6.7492039E-002, 1.0200000E-001
36350, 6.7517269E-002, 1.0200000E-001
36360, 6.7545728E-002, 1.0200000E-001
36370, 6.7576497E-002, 1.0200000E-001
36380, 6.7605336E-002, 1.0200000E-001
36390, 6.7630575E-002, 1.0200000E-001
36400, 6.7656312E-002, 1.0200000E-001
36410, 6.7679025E-002, 1.0200000E-001
36420, 6.7701520E-002, 1.0200000E-001
36430, 6.7722876E-002, 1.0200000E-001
36440, 6.7742720E-002, 1.0200000E-001
36450, 6.7761911E-002, 1.0200000E-001
36460, 6.7777576E-002, 1.0200000E-001
36470, 6.7793081E-002, 1.0200000E-001
36480, 6.7809778E-002, 1.0200000E-001
36490, 6.7826297E-002, 1.0200000E-001
36500, 6.7843199E-002, 1.0200000E-001
36510, 6.7862517E-002, 1.0200000E-001
36520, 6.7885383E-002, 1.0200000E-001
36530, 6.7910676E-002, 1.0200000E-001
36540, 6.7937225E-002, 1.0200000E-001
36550, 6.7966384E-002, 1.0200000E-001
36560, 6.7997264E-002, 1.0200000E-001
36570, 6.8030226E-002, 1.0200000E-001
36580, 6.8064641E-002, 1.0200000E-001
36590, 6.8101249E-002, 1.0200000E-001
36600, 6.8137921E-002, 1.0200000E-001
36610, 6.8172702E-002, 1.0200000E-001
36620, 6.8207009E-002, 1.0200000E-001
36630, 6.8240885E-002, 1.0200000E-001
36640, 6.8271889E-002, 1.0200000E-001
36650, 6.8298327E-002, 1.0200000E-001
36660, 6.8321228E-002, 1.0200000E-001
36670, 6.8338909E-002, 1.0200000E-001
36680, 6.8353797E-002, 1.0200000E-001
36690, 6.8362466E-002, 1.0200000E-001
36700, 6.8368675E-002, 1.0200000E-001
36710, 6.8375378E-002, 1.0200000E-001
36720, 6.8382292E-002, 1.0200000E-001
36730, 6.8390651E-002, 1.0200000E-001
36740, 6.8399453E-002, 1.0200000E-001
36750, 6.8407274E-002, 1.0200000E-001
36760, 6.8415931E-002, 1.0200000E-001
36770, 6.8424454E-002, 1.0200000E-001
36780, 6.8435759E-002, 1.0200000E-001
36790, 6.8449943E-002, 1.0200000E-001
36800, 6.8467396E-002, 1.0200000E-001
36810, 6.8485992E-002, 1.0200000E-001
36820, 6.8504624E-002, 1.0200000E-001
36830, 6.8524298E-002, 1.0200000E-001
36840, 6.8545574E-002, 1.0200000E-001
36850, 6.8567025E-002, 1.0200000E-001
36860, 6.8589450E-002, 1.0200000E-001
36870, 6.8612224E-002, 1.0200000E-001
36880, 6.8635613E-002, 1.0200000E-001
36890, 6.8660236E-002, 1.0200000E-001
36900, 6.8687648E-002, 1.0200000E-001
36910, 6.8716161E-002, 1.0200000E-001
36920, 6.8744495E-002, 1.0200000E-001
36930, 6.8774463E-002, 1.0200000E-001
36940, 6.8806251E-002, 1.0200000E-001
36950, 6.8837777E-002, 1.0200000E-001
36960, 6.8868108E-002, 1.0200000E-001
36970, 6.8897638E-002, 1.0200000E-001
36980, 6.8926469E-002, 1.0200000E-001
36990, 6.8954572E-002, 1.0200000E-001
37000, 6.8978346E-002, 1.0200000E-001
37010, 6.8996284E-002, 1.0200000E-001
37020, 6.9009883E-002, 1.0200000E-001
37030, 6.9019860E-002, 1.0200000E-001
37040, 6.9025935E-002, 1.0200000E-001
37050, 6.9031945E-002, 1.0200000E-001
37060, 6.9038188E-002, 1.0200000E-001
37070, 6.9045033E-002, 1.0200000E-001
37080, 6.9053694E-002, 1.0200000E-001
37090, 6.9065135E-002, 1.0200000E-001
37100, 6.9076872E-002, 1.0200000E-001
37110, 6.9092099E-002, 1.0200000E-001
37120, 6.9108918E-002, 1.0200000E-001
37130, 6.9128676E-002, 1.0200000E-001
37140, 6.9151497E-002, 1.0200000E-001
37150, 6.9177184E-002, 1.0200000E-001
37160, 6.9205672E-002, 1.0200000E-001
37170, 6.9236539E-002, 1.0200000E-001
37180, 6.9269963E-002, 1.0200000E-001
37190, 6.9306172E-002, 1.0200000E-001
37200, 6.9342847E-002, 1.0200000E-001
37210, 6.9381659E-002, 1.0200000E-001
37220, 6.9423367E-002, 1.0200000E-001
37230, 6.9467506E-002, 1.0200000E-001
37240, 6.9512214E-002, 1.0200000E-001
37250, 6.9554991E-002, 1.0200000E-001
37260, 6.9598900E-002, 1.0200000E-001
37270, 6.9641681E-002, 1.0200000E-001
37280, 6.9682245E-002, 1.0200000E-001
37290, 6.9721231E-002, 1.0200000E-001
37300, 6.9756077E-002, 1.0200000E-001
37310, 6.9784796E-002, 1.0200000E-001
37320, 6.9807959E-002, 1.0200000E-001
37330, 6.9827983E-002, 1.0200000E-001
37340, 6.9844140E-002, 1.0200000E-001
37350, 6.9855066E-002, 1.0200000E-001
37360, 6.9861976E-002, 1.0200000E-001
37370, 6.9871440E-002, 1.0200000E-001
37380, 6.9884493E-002, 1.0200000E-001
37390, 6.9899700E-002, 1.0200000E-001
37400, 6.9915228E-002, 1.0200000E-001
37410, 6.9933844E-002, 1.0200000E-001
37420, 6.9952633E-002, 1.0200000E-001
37430, 6.9971781E-002, 1.0200000E-001
37440, 6.9992481E-002, 1.0200000E-001
37450, 7.0013420E-002, 1.0200000E-001
37460, 7.0033865E-002, 1.0200000E-001
37470, 7.0053615E-002, 1.0200000E-001
37480, 7.0073463E-002, 1.0200000E-001
37490, 7.0093264E-002, 1.0200000E-001
37500, 7.0113864E-002, 1.0200000E-001
37510, 7.0132514E-002, 1.0200000E-001
37520, 7.0151493E-002, 1.0200000E-001
37530, 7.0170342E-002, 1.0200000E-001
37540, 7.0188840E-002, 1.0200000E-001
37550, 7.0206055E-002, 1.0200000E-001
37560, 7.0223366E-002, 1.0200000E-001
37570, 7.0240008E-002, 1.0200000E-001
37580, 7.0256340E-002, 1.0200000E-001
37590, 7.0272904E-002, 1.0200000E-001
37600, 7.0290228E-002, 1.0200000E-001
37610, 7.0307336E-002, 1.0200000E-001
37620, 7.0322238E-002, 1.0200000E-001
37630, 7.0335279E-002, 1.0200000E-001
37640, 7.0348483E-002, 1.0200000E-001
37650, 7.0361947E-002, 1.0200000E-001
37660, 7.0375648E-002, 1.0200000E-001
37670, 7.0388434E-002, 1.0200000E-001
37680, 7.0401262E-002, 1.0200000E-001
37690, 7.0414226E-002, 1.0200000E-001
37700, 7.0428096E-002, 1.0200000E-001
37710, 7.0442427E-002, 1.0200000E-001
37720, 7.0456783E-002, 1.0200000E-001
37730, 7.0472151E-002, 1.0200000E-001
37740, 7.0488982E-002, 1.0200000E-001
37750, 7.0506557E-002, 1.0200000E-001
37760, 7.0523910E-002, 1.0200000E-001
37770, 7.0540702E-002, 1.0200000E-001
37780, 7.0558459E-002, 1.0200000E-001
37790, 7.0577426E-002, 1.0200000E-001
37800, 7.0597351E-002, 1.0200000E-001
37810, 7.0619504E-002, 1.0200000E-001
37820, 7.0644605E-002, 1.0200000E-001
37830, 7.0673417E-002, 1.0200000E-001
37840, 7.0704769E-002, 1.0200000E-001
37850, 7.0737171E-002, 1.0200000E-001
37860, 7.0771520E-002, 1.0200000E-001
37870, 7.0808681E-002, 1.0200000E-001
37880, 7.0848674E-002, 1.0200000E-001
37890, 7.0890272E-002, 1.0200000E-001
37900, 7.0931285E-002, 1.0200000E-001
37910, 7.0972793E-002, 1.0200000E-001
37920, 7.1016603E-002, 1.0200000E-001
37930, 7.1061695E-002, 1.0200000E-001
37940, 7.1106911E-002, 1.0200000E-001
37950, 7.1150116E-002, 1.0200000E-001
37960, 7.1192776E-002, 1.0200000E-001
37970, 7.1234133E-002, 1.0200000E-001
37980, 7.1271231E-002, 1.0200000E-001
37990, 7.1301529E-002, 1.0200000E-001
38000, 7.1327258E-002, 1.0200000E-001
38010, 7.1346032E-002, 1.0200000E-001
38020, 7.1358899E-002, 1.0200000E-001
38030, 7.1369843E-002, 1.0200000E-001
38040, 7.1376951E-002, 1.0200000E-001
38050, 7.1385292E-002, 1.0200000E-001
38060, 7.1394866E-002, 1.0200000E-001
38070, 7.1404863E-002, 1.0200000E-001
38080, 7.1414686E-002, 1.0200000E-001
38090, 7.1425738E-002, 1.0200000E-001
38100, 7.1436495E-002, 1.0200000E-001
38110, 7.1447476E-002, 1.0200000E-001
38120, 7.1459429E-002, 1.0200000E-001
38130, 7.1472253E-002, 1.0200000E-001
38140, 7.1487246E-002, 1.0200000E-001
38150, 7.1503881E-002, 1.0200000E-001
38160, 7.1522140E-002, 1.0200000E-001
38170, 7.1542646E-002, 1.0200000E-001
38180, 7.1565147E-002, 1.0200000E-001
38190, 7.1587450E-002, 1.0200000E-001
38200, 7.1610008E-002, 1.0200000E-001
38210, 7.1633967E-002, 1.0200000E-001
38220, 7.1658105E-002, 1.0200000E-001
38230, 7.1682413E-002, 1.0200000E-001
38240, 7.1708652E-002, 1.0200000E-001
38250, 7.1736081E-002, 1.0200000E-001
38260, 7.1764707E-002, 1.0200000E-001
38270, 7.1795224E-002, 1.0200000E-001
38280, 7.1826491E-002, 1.0200000E-001
38290, 7.1855678E-002, 1.0200000E-001
38300, 7.1884696E-002, 1.0200000E-001
38310, 7.1915321E-002, 1.0200000E-001
38320, 7.1945813E-002, 1.0200000E-001
38330, 7.1974668E-002, 1.0200000E-001
38340, 7.2003028E-002, 1.0200000E-001
38350, 7.2031033E-002, 1.0200000E-001
38360, 7.2057745E-002, 1.0200000E-001
38370, 7.2082956E-002, 1.0200000E-001
38380, 7.2107260E-002, 1.0200000E-001
38390, 7.2129513E-002, 1.0200000E-001
38400, 7.2149826E-002, 1.0200000E-001
38410, 7.2168237E-002, 1.0200000E-001
38420, 7.2185599E-002, 1.0200000E-001
38430, 7.2201361E-002, 1.0200000E-001
38440, 7.2216249E-002, 1.0200000E-001
38450, 7.2230455E-002, 1.0200000E-001
38460, 7.2245124E-002, 1.0200000E-001
38470, 7.2260483E-002, 1.0200000E-001
38480, 7.2277231E-002, 1.0200000E-001
38490, 7.2295168E-002, 1.0200000E-001
38500, 7.2315335E-002, 1.0200000E-001
38510, 7.2338451E-002, 1.0200000E-001
38520, 7.2364341E-002, 1.0200000E-001
38530, 7.2393178E-002, 1.0200000E-001
38540, 7.2424312E-002, 1.0200000E-001
38550, 7.2455538E-002, 1.0200000E-001
38560, 7.2487658E-002, 1.0200000E-001
38570, 7.2521270E-002, 1.0200000E-001
38580, 7.2557531E-002, 1.0200000E-001
38590, 7.2592809E-002, 1.0200000E-001
38600, 7.2628421E-002, 1.0200000E-001
38610, 7.2663741E-002, 1.0200000E-001
38620, 7.2701316E-002, 1.0200000E-001
38630, 7.2738159E-002, 1.0200000E-001
38640, 7.2774240E-002, 1.0200000E-001
38650, 7.2813550E-002, 1.0200000E-001
38660, 7.2853013E-002, 1.0200000E-001
38670, 7.2889974E-002, 1.0200000E-001
38680, 7.2921961E-002, 1.0200000E-001
38690, 7.2947809E-002, 1.0200000E-001
38700, 7.2969481E-002, 1.0200000E-001
38710, 7.2985751E-002, 1.0200000E-001
38720, 7.2999382E-002, 1.0200000E-001
38730, 7.3012444E-002, 1.0200000E-001
38740, 7.3026745E-002, 1.0200000E-001
38750, 7.3044851E-002, 1.0200000E-001
38760, 7.3060945E-002, 1.0200000E-001
38770, 7.3076418E-002, 1.0200000E-001
38780, 7.3093464E-002, 1.0200000E-001
38790, 7.3111721E-002, 1.0200000E-001
38800, 7.3131315E-002, 1.0200000E-001
38810, 7.3152335E-002, 1.0200000E-001
38820, 7.3173496E-002, 1.0200000E-001
38830, 7.3196517E-002, 1.0200000E-001
38840, 7.3219141E-002, 1.0200000E-001
38850, 7.3240506E-002, 1.0200000E-001
38860, 7.3262610E-002, 1.0200000E-001
38870, 7.3284177E-002, 1.0200000E-001
38880, 7.3305797E-002, 1.0200000E-001
38890, 7.3326273E-002, 1.0200000E-001
38900, 7.3346984E-002, 1.0200000E-001
38910, 7.3367554E-002, 1.0200000E-001
38920, 7.3388628E-002, 1.0200000E-001
38930, 7.3409819E-002, 1.0200000E-001
38940, 7.3430770E-002, 1.0200000E-001
38950, 7.3451333E-002, 1.0200000E-001
38960, 7.3472701E-002, 1.0200000E-001
38970, 7.3494448E-002, 1.0200000E-001
38980, 7.3515719E-002, 1.0200000E-001
38990, 7.3536003E-002, 1.0200000E-001
39000, 7.3554205E-002, 1.0200000E-001
39010, 7.3571924E-002, 1.0200000E-001
39020, 7.3590072E-002, 1.0200000E-001
39030, 7.3608177E-002, 1.0200000E-001
39040, 7.3625836E-002, 1.0200000E-001
39050, 7.3643696E-002, 1.0200000E-001
39060, 7.3662849E-002, 1.0200000E-001
39070, 7.3682673E-002, 1.0200000E-001
39080, 7.3703064E-002, 1.0200000E-001
39090, 7.3724082E-002, 1.0200000E-001
39100, 7.3744405E-002, 1.0200000E-001
39110, 7.3764012E-002, 1.0200000E-001
39120, 7.3783967E-002, 1.0200000E-001
39130, 7.3801910E-002, 1.0200000E-001
39140, 7.3820400E-002, 1.0200000E-001
39150, 7.3839083E-002, 1.0200000E-001
39160, 7.3858119E-002, 1.0200000E-001
39170, 7.3876762E-002, 1.0200000E-001
39180, 7.3893506E-002, 1.0200000E-001
39190, 7.3909183E-002, 1.0200000E-001
39200, 7.3925736E-002, 1.0200000E-001
39210, 7.3942629E-002, 1.0200000E-001
39220, 7.3959971E-002, 1.0200000E-001
39230, 7.3976519E-002, 1.0200000E-001
39240, 7.3991359E-002, 1.0200000E-001
39250, 7.4005805E-002, 1.0200000E-001
39260, 7.4020131E-002, 1.0200000E-001
