Number of Cyc., xdisp_rel (FISH), xdisp_meas (FISH)
14270, 2.0671316E-002, 1.0200000E-001
14280, 2.0680308E-002, 1.0200000E-001
14290, 2.0694410E-002, 1.0200000E-001
14300, 2.0715875E-002, 1.0200000E-001
14310, 2.0741978E-002, 1.0200000E-001
14320, 2.0771336E-002, 1.0200000E-001
14330, 2.0801349E-002, 1.0200000E-001
14340, 2.0831210E-002, 1.0200000E-001
14350, 2.0860642E-002, 1.0200000E-001
14360, 2.0891926E-002, 1.0200000E-001
14370, 2.0922703E-002, 1.0200000E-001
14380, 2.0948109E-002, 1.0200000E-001
14390, 2.0966744E-002, 1.0200000E-001
14400, 2.0982334E-002, 1.0200000E-001
14410, 2.0994775E-002, 1.0200000E-001
14420, 2.1005929E-002, 1.0200000E-001
14430, 2.1018496E-002, 1.0200000E-001
14440, 2.1029131E-002, 1.0200000E-001
14450, 2.1039383E-002, 1.0200000E-001
14460, 2.1051894E-002, 1.0200000E-001
14470, 2.1066837E-002, 1.0200000E-001
14480, 2.1084925E-002, 1.0200000E-001
14490, 2.1103275E-002, 1.0200000E-001
14500, 2.1121377E-002, 1.0200000E-001
14510, 2.1140796E-002, 1.0200000E-001
14520, 2.1162037E-002, 1.0200000E-001
14530, 2.1184856E-002, 1.0200000E-001
14540, 2.1211491E-002, 1.0200000E-001
14550, 2.1244027E-002, 1.0200000E-001
14560, 2.1276897E-002, 1.0200000E-001
14570, 2.1305973E-002, 1.0200000E-001
14580, 2.1330790E-002, 1.0200000E-001
14590, 2.1349674E-002, 1.0200000E-001
14600, 2.1368939E-002, 1.0200000E-001
14610, 2.1386968E-002, 1.0200000E-001
14620, 2.1402338E-002, 1.0200000E-001
14630, 2.1415929E-002, 1.0200000E-001
14640, 2.1426876E-002, 1.0200000E-001
14650, 2.1437644E-002, 1.0200000E-001
14660, 2.1449746E-002, 1.0200000E-001
14670, 2.1463813E-002, 1.0200000E-001
14680, 2.1481693E-002, 1.0200000E-001
14690, 2.1503240E-002, 1.0200000E-001
14700, 2.1527803E-002, 1.0200000E-001
14710, 2.1555360E-002, 1.0200000E-001
14720, 2.1586022E-002, 1.0200000E-001
14730, 2.1622923E-002, 1.0200000E-001
14740, 2.1658548E-002, 1.0200000E-001
14750, 2.1691191E-002, 1.0200000E-001
14760, 2.1725487E-002, 1.0200000E-001
14770, 2.1759903E-002, 1.0200000E-001
14780, 2.1790111E-002, 1.0200000E-001
14790, 2.1813703E-002, 1.0200000E-001
14800, 2.1833073E-002, 1.0200000E-001
14810, 2.1851911E-002, 1.0200000E-001
14820, 2.1871258E-002, 1.0200000E-001
14830, 2.1888430E-002, 1.0200000E-001
14840, 2.1903441E-002, 1.0200000E-001
14850, 2.1918852E-002, 1.0200000E-001
14860, 2.1933975E-002, 1.0200000E-001
14870, 2.1951987E-002, 1.0200000E-001
14880, 2.1975266E-002, 1.0200000E-001
14890, 2.1999763E-002, 1.0200000E-001
14900, 2.2024804E-002, 1.0200000E-001
14910, 2.2048445E-002, 1.0200000E-001
14920, 2.2070963E-002, 1.0200000E-001
14930, 2.2092987E-002, 1.0200000E-001
14940, 2.2115239E-002, 1.0200000E-001
14950, 2.2137793E-002, 1.0200000E-001
14960, 2.2161263E-002, 1.0200000E-001
14970, 2.2175845E-002, 1.0200000E-001
14980, 2.2187060E-002, 1.0200000E-001
14990, 2.2196653E-002, 1.0200000E-001
15000, 2.2204519E-002, 1.0200000E-001
15010, 2.2213593E-002, 1.0200000E-001
15020, 2.2224341E-002, 1.0200000E-001
15030, 2.2235360E-002, 1.0200000E-001
15040, 2.2247771E-002, 1.0200000E-001
15050, 2.2261625E-002, 1.0200000E-001
15060, 2.2276894E-002, 1.0200000E-001
15070, 2.2295005E-002, 1.0200000E-001
15080, 2.2314907E-002, 1.0200000E-001
15090, 2.2337438E-002, 1.0200000E-001
15100, 2.2362144E-002, 1.0200000E-001
15110, 2.2388783E-002, 1.0200000E-001
15120, 2.2417247E-002, 1.0200000E-001
15130, 2.2450772E-002, 1.0200000E-001
15140, 2.2488037E-002, 1.0200000E-001
15150, 2.2524835E-002, 1.0200000E-001
15160, 2.2557538E-002, 1.0200000E-001
15170, 2.2586409E-002, 1.0200000E-001
15180, 2.2610586E-002, 1.0200000E-001
15190, 2.2631089E-002, 1.0200000E-001
15200, 2.2644991E-002, 1.0200000E-001
15210, 2.2654216E-002, 1.0200000E-001
15220, 2.2663653E-002, 1.0200000E-001
15230, 2.2672900E-002, 1.0200000E-001
15240, 2.2681375E-002, 1.0200000E-001
15250, 2.2690917E-002, 1.0200000E-001
15260, 2.2704173E-002, 1.0200000E-001
15270, 2.2720876E-002, 1.0200000E-001
15280, 2.2740196E-002, 1.0200000E-001
15290, 2.2762586E-002, 1.0200000E-001
15300, 2.2789425E-002, 1.0200000E-001
15310, 2.2821325E-002, 1.0200000E-001
15320, 2.2856971E-002, 1.0200000E-001
15330, 2.2893146E-002, 1.0200000E-001
15340, 2.2930197E-002, 1.0200000E-001
15350, 2.2967201E-002, 1.0200000E-001
15360, 2.3004399E-002, 1.0200000E-001
15370, 2.3042113E-002, 1.0200000E-001
15380, 2.3078320E-002, 1.0200000E-001
15390, 2.3108171E-002, 1.0200000E-001
15400, 2.3132256E-002, 1.0200000E-001
15410, 2.3151117E-002, 1.0200000E-001
15420, 2.3161760E-002, 1.0200000E-001
15430, 2.3170601E-002, 1.0200000E-001
15440, 2.3179271E-002, 1.0200000E-001
15450, 2.3187219E-002, 1.0200000E-001
15460, 2.3200475E-002, 1.0200000E-001
15470, 2.3217826E-002, 1.0200000E-001
15480, 2.3239144E-002, 1.0200000E-001
15490, 2.3263130E-002, 1.0200000E-001
15500, 2.3288783E-002, 1.0200000E-001
15510, 2.3313453E-002, 1.0200000E-001
15520, 2.3336963E-002, 1.0200000E-001
15530, 2.3361469E-002, 1.0200000E-001
15540, 2.3386811E-002, 1.0200000E-001
15550, 2.3413589E-002, 1.0200000E-001
15560, 2.3440833E-002, 1.0200000E-001
15570, 2.3467381E-002, 1.0200000E-001
15580, 2.3489265E-002, 1.0200000E-001
15590, 2.3509474E-002, 1.0200000E-001
15600, 2.3527885E-002, 1.0200000E-001
15610, 2.3542136E-002, 1.0200000E-001
15620, 2.3555734E-002, 1.0200000E-001
15630, 2.3566361E-002, 1.0200000E-001
15640, 2.3576657E-002, 1.0200000E-001
15650, 2.3588256E-002, 1.0200000E-001
15660, 2.3603826E-002, 1.0200000E-001
15670, 2.3620734E-002, 1.0200000E-001
15680, 2.3638928E-002, 1.0200000E-001
15690, 2.3658656E-002, 1.0200000E-001
15700, 2.3679817E-002, 1.0200000E-001
15710, 2.3702038E-002, 1.0200000E-001
15720, 2.3726858E-002, 1.0200000E-001
15730, 2.3759467E-002, 1.0200000E-001
15740, 2.3794717E-002, 1.0200000E-001
15750, 2.3831518E-002, 1.0200000E-001
15760, 2.3868554E-002, 1.0200000E-001
15770, 2.3906551E-002, 1.0200000E-001
15780, 2.3944362E-002, 1.0200000E-001
15790, 2.3984219E-002, 1.0200000E-001
15800, 2.4024504E-002, 1.0200000E-001
15810, 2.4058314E-002, 1.0200000E-001
15820, 2.4088303E-002, 1.0200000E-001
15830, 2.4114315E-002, 1.0200000E-001
15840, 2.4134092E-002, 1.0200000E-001
15850, 2.4150333E-002, 1.0200000E-001
15860, 2.4167177E-002, 1.0200000E-001
15870, 2.4184967E-002, 1.0200000E-001
15880, 2.4204406E-002, 1.0200000E-001
15890, 2.4226572E-002, 1.0200000E-001
15900, 2.4254798E-002, 1.0200000E-001
15910, 2.4286684E-002, 1.0200000E-001
15920, 2.4319289E-002, 1.0200000E-001
15930, 2.4352519E-002, 1.0200000E-001
15940, 2.4386844E-002, 1.0200000E-001
15950, 2.4420242E-002, 1.0200000E-001
15960, 2.4453711E-002, 1.0200000E-001
15970, 2.4486435E-002, 1.0200000E-001
15980, 2.4518561E-002, 1.0200000E-001
15990, 2.4548530E-002, 1.0200000E-001
16000, 2.4570160E-002, 1.0200000E-001
16010, 2.4583935E-002, 1.0200000E-001
16020, 2.4593661E-002, 1.0200000E-001
16030, 2.4604868E-002, 1.0200000E-001
16040, 2.4617685E-002, 1.0200000E-001
16050, 2.4633693E-002, 1.0200000E-001
16060, 2.4652602E-002, 1.0200000E-001
16070, 2.4673985E-002, 1.0200000E-001
16080, 2.4692322E-002, 1.0200000E-001
16090, 2.4709790E-002, 1.0200000E-001
16100, 2.4728995E-002, 1.0200000E-001
16110, 2.4753274E-002, 1.0200000E-001
16120, 2.4781403E-002, 1.0200000E-001
16130, 2.4812425E-002, 1.0200000E-001
16140, 2.4842518E-002, 1.0200000E-001
16150, 2.4873746E-002, 1.0200000E-001
16160, 2.4910769E-002, 1.0200000E-001
16170, 2.4943922E-002, 1.0200000E-001
16180, 2.4975154E-002, 1.0200000E-001
16190, 2.5005728E-002, 1.0200000E-001
16200, 2.5035107E-002, 1.0200000E-001
16210, 2.5059354E-002, 1.0200000E-001
16220, 2.5082113E-002, 1.0200000E-001
16230, 2.5102458E-002, 1.0200000E-001
16240, 2.5115374E-002, 1.0200000E-001
16250, 2.5124605E-002, 1.0200000E-001
16260, 2.5133020E-002, 1.0200000E-001
16270, 2.5142297E-002, 1.0200000E-001
16280, 2.5156168E-002, 1.0200000E-001
16290, 2.5171898E-002, 1.0200000E-001
16300, 2.5190399E-002, 1.0200000E-001
16310, 2.5211439E-002, 1.0200000E-001
16320, 2.5235540E-002, 1.0200000E-001
16330, 2.5261987E-002, 1.0200000E-001
16340, 2.5292500E-002, 1.0200000E-001
16350, 2.5327383E-002, 1.0200000E-001
16360, 2.5365088E-002, 1.0200000E-001
16370, 2.5400741E-002, 1.0200000E-001
16380, 2.5435948E-002, 1.0200000E-001
16390, 2.5472839E-002, 1.0200000E-001
16400, 2.5508939E-002, 1.0200000E-001
16410, 2.5539637E-002, 1.0200000E-001
16420, 2.5563965E-002, 1.0200000E-001
16430, 2.5579754E-002, 1.0200000E-001
16440, 2.5591534E-002, 1.0200000E-001
16450, 2.5602794E-002, 1.0200000E-001
16460, 2.5613057E-002, 1.0200000E-001
16470, 2.5624965E-002, 1.0200000E-001
16480, 2.5637297E-002, 1.0200000E-001
16490, 2.5650975E-002, 1.0200000E-001
16500, 2.5664852E-002, 1.0200000E-001
16510, 2.5681655E-002, 1.0200000E-001
16520, 2.5699407E-002, 1.0200000E-001
16530, 2.5716736E-002, 1.0200000E-001
16540, 2.5733682E-002, 1.0200000E-001
16550, 2.5753909E-002, 1.0200000E-001
16560, 2.5774647E-002, 1.0200000E-001
16570, 2.5793836E-002, 1.0200000E-001
16580, 2.5813347E-002, 1.0200000E-001
16590, 2.5834835E-002, 1.0200000E-001
16600, 2.5860432E-002, 1.0200000E-001
16610, 2.5887257E-002, 1.0200000E-001
16620, 2.5911381E-002, 1.0200000E-001
16630, 2.5933201E-002, 1.0200000E-001
16640, 2.5949477E-002, 1.0200000E-001
16650, 2.5962017E-002, 1.0200000E-001
16660, 2.5974976E-002, 1.0200000E-001
16670, 2.5988631E-002, 1.0200000E-001
16680, 2.6002488E-002, 1.0200000E-001
16690, 2.6017382E-002, 1.0200000E-001
16700, 2.6033433E-002, 1.0200000E-001
16710, 2.6050527E-002, 1.0200000E-001
16720, 2.6067489E-002, 1.0200000E-001
16730, 2.6087165E-002, 1.0200000E-001
16740, 2.6108469E-002, 1.0200000E-001
16750, 2.6130661E-002, 1.0200000E-001
16760, 2.6154712E-002, 1.0200000E-001
16770, 2.6180589E-002, 1.0200000E-001
16780, 2.6207662E-002, 1.0200000E-001
16790, 2.6234283E-002, 1.0200000E-001
16800, 2.6259239E-002, 1.0200000E-001
16810, 2.6283737E-002, 1.0200000E-001
16820, 2.6308065E-002, 1.0200000E-001
16830, 2.6334283E-002, 1.0200000E-001
16840, 2.6362157E-002, 1.0200000E-001
16850, 2.6390502E-002, 1.0200000E-001
16860, 2.6413611E-002, 1.0200000E-001
16870, 2.6432590E-002, 1.0200000E-001
16880, 2.6447424E-002, 1.0200000E-001
16890, 2.6459742E-002, 1.0200000E-001
16900, 2.6473096E-002, 1.0200000E-001
16910, 2.6485967E-002, 1.0200000E-001
16920, 2.6499337E-002, 1.0200000E-001
16930, 2.6513724E-002, 1.0200000E-001
16940, 2.6529241E-002, 1.0200000E-001
16950, 2.6544629E-002, 1.0200000E-001
16960, 2.6559958E-002, 1.0200000E-001
16970, 2.6575893E-002, 1.0200000E-001
16980, 2.6592075E-002, 1.0200000E-001
16990, 2.6610222E-002, 1.0200000E-001
17000, 2.6630911E-002, 1.0200000E-001
17010, 2.6653797E-002, 1.0200000E-001
17020, 2.6677658E-002, 1.0200000E-001
17030, 2.6703083E-002, 1.0200000E-001
17040, 2.6730325E-002, 1.0200000E-001
17050, 2.6759149E-002, 1.0200000E-001
17060, 2.6783154E-002, 1.0200000E-001
17070, 2.6805285E-002, 1.0200000E-001
17080, 2.6827239E-002, 1.0200000E-001
17090, 2.6847551E-002, 1.0200000E-001
17100, 2.6866334E-002, 1.0200000E-001
17110, 2.6885598E-002, 1.0200000E-001
17120, 2.6904662E-002, 1.0200000E-001
17130, 2.6920908E-002, 1.0200000E-001
17140, 2.6935881E-002, 1.0200000E-001
17150, 2.6951790E-002, 1.0200000E-001
17160, 2.6967305E-002, 1.0200000E-001
17170, 2.6981285E-002, 1.0200000E-001
17180, 2.6995194E-002, 1.0200000E-001
17190, 2.7010816E-002, 1.0200000E-001
17200, 2.7025657E-002, 1.0200000E-001
17210, 2.7042644E-002, 1.0200000E-001
17220, 2.7062086E-002, 1.0200000E-001
17230, 2.7083111E-002, 1.0200000E-001
17240, 2.7104843E-002, 1.0200000E-001
17250, 2.7125110E-002, 1.0200000E-001
17260, 2.7144200E-002, 1.0200000E-001
17270, 2.7163287E-002, 1.0200000E-001
17280, 2.7182360E-002, 1.0200000E-001
17290, 2.7202259E-002, 1.0200000E-001
17300, 2.7221160E-002, 1.0200000E-001
17310, 2.7237927E-002, 1.0200000E-001
17320, 2.7256238E-002, 1.0200000E-001
17330, 2.7271739E-002, 1.0200000E-001
17340, 2.7286635E-002, 1.0200000E-001
17350, 2.7299794E-002, 1.0200000E-001
17360, 2.7312166E-002, 1.0200000E-001
17370, 2.7326551E-002, 1.0200000E-001
17380, 2.7340996E-002, 1.0200000E-001
17390, 2.7355171E-002, 1.0200000E-001
17400, 2.7370935E-002, 1.0200000E-001
17410, 2.7386621E-002, 1.0200000E-001
17420, 2.7402667E-002, 1.0200000E-001
17430, 2.7419178E-002, 1.0200000E-001
17440, 2.7436694E-002, 1.0200000E-001
17450, 2.7456276E-002, 1.0200000E-001
17460, 2.7477205E-002, 1.0200000E-001
17470, 2.7499743E-002, 1.0200000E-001
17480, 2.7523865E-002, 1.0200000E-001
17490, 2.7547610E-002, 1.0200000E-001
17500, 2.7571002E-002, 1.0200000E-001
17510, 2.7595730E-002, 1.0200000E-001
17520, 2.7621787E-002, 1.0200000E-001
17530, 2.7651198E-002, 1.0200000E-001
17540, 2.7680024E-002, 1.0200000E-001
17550, 2.7699307E-002, 1.0200000E-001
17560, 2.7714586E-002, 1.0200000E-001
17570, 2.7727996E-002, 1.0200000E-001
17580, 2.7740250E-002, 1.0200000E-001
17590, 2.7752518E-002, 1.0200000E-001
17600, 2.7764704E-002, 1.0200000E-001
17610, 2.7777632E-002, 1.0200000E-001
17620, 2.7791266E-002, 1.0200000E-001
17630, 2.7805858E-002, 1.0200000E-001
17640, 2.7821554E-002, 1.0200000E-001
17650, 2.7837805E-002, 1.0200000E-001
17660, 2.7855371E-002, 1.0200000E-001
17670, 2.7873512E-002, 1.0200000E-001
17680, 2.7892704E-002, 1.0200000E-001
17690, 2.7914398E-002, 1.0200000E-001
17700, 2.7937150E-002, 1.0200000E-001
17710, 2.7961599E-002, 1.0200000E-001
17720, 2.7985663E-002, 1.0200000E-001
17730, 2.8008289E-002, 1.0200000E-001
17740, 2.8029108E-002, 1.0200000E-001
17750, 2.8048335E-002, 1.0200000E-001
17760, 2.8067349E-002, 1.0200000E-001
17770, 2.8084546E-002, 1.0200000E-001
17780, 2.8101215E-002, 1.0200000E-001
17790, 2.8116949E-002, 1.0200000E-001
17800, 2.8130020E-002, 1.0200000E-001
17810, 2.8142786E-002, 1.0200000E-001
17820, 2.8155953E-002, 1.0200000E-001
17830, 2.8169485E-002, 1.0200000E-001
17840, 2.8183725E-002, 1.0200000E-001
17850, 2.8197812E-002, 1.0200000E-001
17860, 2.8209619E-002, 1.0200000E-001
17870, 2.8221727E-002, 1.0200000E-001
17880, 2.8234764E-002, 1.0200000E-001
17890, 2.8250101E-002, 1.0200000E-001
17900, 2.8266535E-002, 1.0200000E-001
17910, 2.8284802E-002, 1.0200000E-001
17920, 2.8305199E-002, 1.0200000E-001
17930, 2.8327194E-002, 1.0200000E-001
17940, 2.8350424E-002, 1.0200000E-001
17950, 2.8373979E-002, 1.0200000E-001
17960, 2.8396069E-002, 1.0200000E-001
17970, 2.8417544E-002, 1.0200000E-001
17980, 2.8439458E-002, 1.0200000E-001
17990, 2.8462897E-002, 1.0200000E-001
18000, 2.8485954E-002, 1.0200000E-001
18010, 2.8508339E-002, 1.0200000E-001
18020, 2.8528492E-002, 1.0200000E-001
18030, 2.8545969E-002, 1.0200000E-001
18040, 2.8560224E-002, 1.0200000E-001
18050, 2.8572595E-002, 1.0200000E-001
18060, 2.8584256E-002, 1.0200000E-001
18070, 2.8593893E-002, 1.0200000E-001
18080, 2.8605703E-002, 1.0200000E-001
18090, 2.8617371E-002, 1.0200000E-001
18100, 2.8629158E-002, 1.0200000E-001
18110, 2.8643047E-002, 1.0200000E-001
18120, 2.8659706E-002, 1.0200000E-001
18130, 2.8678241E-002, 1.0200000E-001
18140, 2.8696519E-002, 1.0200000E-001
18150, 2.8716477E-002, 1.0200000E-001
18160, 2.8737823E-002, 1.0200000E-001
18170, 2.8759727E-002, 1.0200000E-001
18180, 2.8781057E-002, 1.0200000E-001
18190, 2.8802054E-002, 1.0200000E-001
18200, 2.8823455E-002, 1.0200000E-001
18210, 2.8847618E-002, 1.0200000E-001
18220, 2.8872243E-002, 1.0200000E-001
18230, 2.8894446E-002, 1.0200000E-001
18240, 2.8912838E-002, 1.0200000E-001
18250, 2.8928427E-002, 1.0200000E-001
18260, 2.8940986E-002, 1.0200000E-001
18270, 2.8951792E-002, 1.0200000E-001
18280, 2.8962233E-002, 1.0200000E-001
18290, 2.8973320E-002, 1.0200000E-001
18300, 2.8987076E-002, 1.0200000E-001
18310, 2.9000194E-002, 1.0200000E-001
18320, 2.9013464E-002, 1.0200000E-001
18330, 2.9027977E-002, 1.0200000E-001
18340, 2.9043669E-002, 1.0200000E-001
18350, 2.9059187E-002, 1.0200000E-001
18360, 2.9073434E-002, 1.0200000E-001
18370, 2.9090264E-002, 1.0200000E-001
18380, 2.9110088E-002, 1.0200000E-001
18390, 2.9131159E-002, 1.0200000E-001
18400, 2.9151706E-002, 1.0200000E-001
18410, 2.9174434E-002, 1.0200000E-001
18420, 2.9199582E-002, 1.0200000E-001
18430, 2.9226245E-002, 1.0200000E-001
18440, 2.9250003E-002, 1.0200000E-001
18450, 2.9271025E-002, 1.0200000E-001
18460, 2.9289236E-002, 1.0200000E-001
18470, 2.9305748E-002, 1.0200000E-001
18480, 2.9322709E-002, 1.0200000E-001
18490, 2.9337438E-002, 1.0200000E-001
18500, 2.9351566E-002, 1.0200000E-001
18510, 2.9364205E-002, 1.0200000E-001
18520, 2.9377816E-002, 1.0200000E-001
18530, 2.9391157E-002, 1.0200000E-001
18540, 2.9404284E-002, 1.0200000E-001
18550, 2.9416316E-002, 1.0200000E-001
18560, 2.9427200E-002, 1.0200000E-001
18570, 2.9439085E-002, 1.0200000E-001
18580, 2.9450727E-002, 1.0200000E-001
18590, 2.9462793E-002, 1.0200000E-001
18600, 2.9477592E-002, 1.0200000E-001
18610, 2.9495264E-002, 1.0200000E-001
18620, 2.9517033E-002, 1.0200000E-001
18630, 2.9540872E-002, 1.0200000E-001
18640, 2.9567764E-002, 1.0200000E-001
18650, 2.9596922E-002, 1.0200000E-001
18660, 2.9625507E-002, 1.0200000E-001
18670, 2.9653271E-002, 1.0200000E-001
18680, 2.9680139E-002, 1.0200000E-001
18690, 2.9707038E-002, 1.0200000E-001
18700, 2.9735002E-002, 1.0200000E-001
18710, 2.9764756E-002, 1.0200000E-001
18720, 2.9792911E-002, 1.0200000E-001
18730, 2.9815962E-002, 1.0200000E-001
18740, 2.9833116E-002, 1.0200000E-001
18750, 2.9850319E-002, 1.0200000E-001
18760, 2.9861599E-002, 1.0200000E-001
18770, 2.9871320E-002, 1.0200000E-001
18780, 2.9880550E-002, 1.0200000E-001
18790, 2.9889252E-002, 1.0200000E-001
18800, 2.9897734E-002, 1.0200000E-001
18810, 2.9907107E-002, 1.0200000E-001
18820, 2.9919412E-002, 1.0200000E-001
18830, 2.9934679E-002, 1.0200000E-001
18840, 2.9951568E-002, 1.0200000E-001
18850, 2.9970460E-002, 1.0200000E-001
18860, 2.9991828E-002, 1.0200000E-001
18870, 3.0013900E-002, 1.0200000E-001
18880, 3.0035924E-002, 1.0200000E-001
18890, 3.0058596E-002, 1.0200000E-001
18900, 3.0077659E-002, 1.0200000E-001
18910, 3.0097333E-002, 1.0200000E-001
18920, 3.0119243E-002, 1.0200000E-001
18930, 3.0141850E-002, 1.0200000E-001
18940, 3.0163687E-002, 1.0200000E-001
18950, 3.0183731E-002, 1.0200000E-001
18960, 3.0202318E-002, 1.0200000E-001
18970, 3.0218017E-002, 1.0200000E-001
18980, 3.0230414E-002, 1.0200000E-001
18990, 3.0241554E-002, 1.0200000E-001
19000, 3.0250688E-002, 1.0200000E-001
19010, 3.0260480E-002, 1.0200000E-001
19020, 3.0271631E-002, 1.0200000E-001
19030, 3.0282511E-002, 1.0200000E-001
19040, 3.0293955E-002, 1.0200000E-001
19050, 3.0304502E-002, 1.0200000E-001
19060, 3.0314102E-002, 1.0200000E-001
19070, 3.0325279E-002, 1.0200000E-001
19080, 3.0338278E-002, 1.0200000E-001
19090, 3.0354233E-002, 1.0200000E-001
19100, 3.0371123E-002, 1.0200000E-001
19110, 3.0388380E-002, 1.0200000E-001
19120, 3.0408368E-002, 1.0200000E-001
19130, 3.0429872E-002, 1.0200000E-001
19140, 3.0453529E-002, 1.0200000E-001
19150, 3.0479961E-002, 1.0200000E-001
19160, 3.0507726E-002, 1.0200000E-001
19170, 3.0536442E-002, 1.0200000E-001
19180, 3.0565125E-002, 1.0200000E-001
19190, 3.0594577E-002, 1.0200000E-001
19200, 3.0624504E-002, 1.0200000E-001
19210, 3.0654339E-002, 1.0200000E-001
19220, 3.0684005E-002, 1.0200000E-001
19230, 3.0708634E-002, 1.0200000E-001
19240, 3.0727868E-002, 1.0200000E-001
19250, 3.0743528E-002, 1.0200000E-001
19260, 3.0755909E-002, 1.0200000E-001
19270, 3.0767504E-002, 1.0200000E-001
19280, 3.0781676E-002, 1.0200000E-001
19290, 3.0795196E-002, 1.0200000E-001
19300, 3.0808305E-002, 1.0200000E-001
19310, 3.0820041E-002, 1.0200000E-001
19320, 3.0831423E-002, 1.0200000E-001
19330, 3.0848785E-002, 1.0200000E-001
19340, 3.0869099E-002, 1.0200000E-001
19350, 3.0889402E-002, 1.0200000E-001
19360, 3.0908573E-002, 1.0200000E-001
19370, 3.0930687E-002, 1.0200000E-001
19380, 3.0955061E-002, 1.0200000E-001
19390, 3.0979718E-002, 1.0200000E-001
19400, 3.1005232E-002, 1.0200000E-001
19410, 3.1028552E-002, 1.0200000E-001
19420, 3.1051612E-002, 1.0200000E-001
19430, 3.1074600E-002, 1.0200000E-001
19440, 3.1090288E-002, 1.0200000E-001
19450, 3.1102939E-002, 1.0200000E-001
19460, 3.1115297E-002, 1.0200000E-001
19470, 3.1129163E-002, 1.0200000E-001
19480, 3.1143415E-002, 1.0200000E-001
19490, 3.1155905E-002, 1.0200000E-001
19500, 3.1167689E-002, 1.0200000E-001
19510, 3.1179078E-002, 1.0200000E-001
19520, 3.1190202E-002, 1.0200000E-001
19530, 3.1202385E-002, 1.0200000E-001
19540, 3.1214548E-002, 1.0200000E-001
19550, 3.1228417E-002, 1.0200000E-001
19560, 3.1243654E-002, 1.0200000E-001
19570, 3.1259414E-002, 1.0200000E-001
19580, 3.1274600E-002, 1.0200000E-001
19590, 3.1290085E-002, 1.0200000E-001
19600, 3.1307034E-002, 1.0200000E-001
19610, 3.1324211E-002, 1.0200000E-001
19620, 3.1340744E-002, 1.0200000E-001
19630, 3.1359579E-002, 1.0200000E-001
19640, 3.1378768E-002, 1.0200000E-001
19650, 3.1398220E-002, 1.0200000E-001
19660, 3.1417212E-002, 1.0200000E-001
19670, 3.1437282E-002, 1.0200000E-001
19680, 3.1458160E-002, 1.0200000E-001
19690, 3.1479456E-002, 1.0200000E-001
19700, 3.1501503E-002, 1.0200000E-001
19710, 3.1524696E-002, 1.0200000E-001
19720, 3.1548948E-002, 1.0200000E-001
19730, 3.1573045E-002, 1.0200000E-001
19740, 3.1594254E-002, 1.0200000E-001
19750, 3.1613292E-002, 1.0200000E-001
19760, 3.1630253E-002, 1.0200000E-001
19770, 3.1644933E-002, 1.0200000E-001
19780, 3.1657933E-002, 1.0200000E-001
19790, 3.1670254E-002, 1.0200000E-001
19800, 3.1682054E-002, 1.0200000E-001
19810, 3.1695302E-002, 1.0200000E-001
19820, 3.1712271E-002, 1.0200000E-001
19830, 3.1730898E-002, 1.0200000E-001
19840, 3.1749815E-002, 1.0200000E-001
19850, 3.1768131E-002, 1.0200000E-001
19860, 3.1787074E-002, 1.0200000E-001
19870, 3.1807555E-002, 1.0200000E-001
19880, 3.1830336E-002, 1.0200000E-001
19890, 3.1856948E-002, 1.0200000E-001
19900, 3.1887805E-002, 1.0200000E-001
19910, 3.1921756E-002, 1.0200000E-001
19920, 3.1953745E-002, 1.0200000E-001
19930, 3.1984354E-002, 1.0200000E-001
19940, 3.2010979E-002, 1.0200000E-001
19950, 3.2032145E-002, 1.0200000E-001
19960, 3.2046777E-002, 1.0200000E-001
19970, 3.2054489E-002, 1.0200000E-001
19980, 3.2060307E-002, 1.0200000E-001
19990, 3.2069042E-002, 1.0200000E-001
20000, 3.2078517E-002, 1.0200000E-001
20010, 3.2088534E-002, 1.0200000E-001
20020, 3.2098706E-002, 1.0200000E-001
20030, 3.2108685E-002, 1.0200000E-001
20040, 3.2119440E-002, 1.0200000E-001
20050, 3.2131209E-002, 1.0200000E-001
20060, 3.2143000E-002, 1.0200000E-001
20070, 3.2153638E-002, 1.0200000E-001
20080, 3.2166227E-002, 1.0200000E-001
20090, 3.2182354E-002, 1.0200000E-001
20100, 3.2199353E-002, 1.0200000E-001
20110, 3.2217643E-002, 1.0200000E-001
20120, 3.2238861E-002, 1.0200000E-001
20130, 3.2262056E-002, 1.0200000E-001
20140, 3.2285283E-002, 1.0200000E-001
20150, 3.2308315E-002, 1.0200000E-001
20160, 3.2331069E-002, 1.0200000E-001
20170, 3.2353147E-002, 1.0200000E-001
20180, 3.2375021E-002, 1.0200000E-001
20190, 3.2395163E-002, 1.0200000E-001
20200, 3.2415584E-002, 1.0200000E-001
20210, 3.2433379E-002, 1.0200000E-001
20220, 3.2447869E-002, 1.0200000E-001
20230, 3.2460925E-002, 1.0200000E-001
20240, 3.2473681E-002, 1.0200000E-001
20250, 3.2486102E-002, 1.0200000E-001
20260, 3.2496518E-002, 1.0200000E-001
20270, 3.2507453E-002, 1.0200000E-001
20280, 3.2518384E-002, 1.0200000E-001
20290, 3.2530318E-002, 1.0200000E-001
20300, 3.2543024E-002, 1.0200000E-001
20310, 3.2557204E-002, 1.0200000E-001
20320, 3.2573240E-002, 1.0200000E-001
20330, 3.2591584E-002, 1.0200000E-001
