"","x"
"1305",7.20000028610229
"1306",-2
"1307",-4.90000009536743
"1308",-13.8000001907349
"1309",-17.2000007629395
"1310",-17.8000011444092
"1311",-10
"1312",-1.30000007152557
"1313",5.30000019073486
"1314",8.40000057220459
"1315",13.1000003814697
"1316",10.1999998092651
"1317",6.20000028610229
"1318",0.900000035762787
"1319",-12.3000001907349
"1320",-17
"1321",-14.4000005722046
"1322",-15.9000005722046
"1323",-7.40000009536743
"1324",0.5
"1325",4.90000009536743
"1326",12
"1327",13.5
"1328",11.3000001907349
"1329",8.10000038146973
"1330",2.20000004768372
"1331",-2.60000014305115
"1332",-8.5
"1333",-14.4000005722046
"1334",-13.9000005722046
"1335",-5.09999990463257
"1336",-3.29999995231628
"1337",3.20000004768372
"1338",8.80000019073486
"1339",11.5
"1340",9.90000057220459
"1341",5.59999990463257
"1342",-0.900000035762787
"1343",-5.80000019073486
"1344",-16.2000007629395
"1345",-13.9000005722046
"1346",-11.9000005722046
"1347",-11.6000003814697
"1348",-2.60000014305115
"1349",7.70000028610229
"1350",12
"1351",12.3000001907349
"1352",11.4000005722046
"1353",8
"1354",0.400000005960464
"1355",-6.80000019073486
"1356",-9.10000038146973
"1357",-15.8000001907349
"1358",-7.5
"1359",-5.5
"1360",-1.30000007152557
"1361",4
"1362",9.60000038146973
"1363",15.3000001907349
"1364",11.8000001907349
"1365",6.59999990463257
"1366",0.400000005960464
"1367",-7
"1368",-10.9000005722046
"1369",-14.5
"1370",-9.40000057220459
"1371",-4.70000028610229
"1372",-1.20000004768372
"1373",3.90000009536743
"1374",8
"1375",11.1000003814697
"1376",12.4000005722046
"1377",7.90000009536743
"1378",1.10000002384186
"1379",-5.09999990463257
"1380",-9.19999980926514
"1381",-17.3000011444092
"1382",-10.5
"1383",-5.90000009536743
"1384",-1.20000004768372
"1385",5.90000009536743
"1386",9.69999980926514
"1387",13.1999998092651
"1388",10.1000003814697
"1389",8
"1390",0.5
"1391",-8
"1392",-9.5
"1393",-11.9000005722046
"1394",-11.6000003814697
"1395",-7.40000009536743
"1396",-3.10000014305115
"1397",2.5
"1398",10
"1399",12
"1400",10.1999998092651
"1401",7.40000009536743
"1402",0.900000035762787
"1403",-7.70000028610229
"1404",-11.9000005722046
"1405",-14.6000003814697
"1406",-15
"1407",-11.3000001907349
"1408",-1.5
"1409",7.20000028610229
"1410",8.69999980926514
"1411",15.6000003814697
"1412",11.1000003814697
"1413",7
"1414",0.200000002980232
"1415",-4.30000019073486
"1416",-9.90000057220459
"1417",-15.9000005722046
"1418",-11.8000001907349
"1419",-8.5
"1420",0.100000001490116
"1421",3.70000004768372
"1422",10.4000005722046
"1423",12.6000003814697
"1424",11.5
"1425",5.90000009536743
"1426",-1.89999997615814
"1427",-9.80000019073486
"1428",-9.5
"1429",-11
"1430",-10.4000005722046
"1431",-7.09999990463257
"1432",-2.60000014305115
"1433",2.70000004768372
"1434",13.1000003814697
"1435",12.1000003814697
"1436",11
"1437",6.70000028610229
"1438",1.5
"1439",-3.70000004768372
"1440",-8.69999980926514
