index,czas_start,czas_stop,n,ns,multiline,l,t
499,2276.109,2280.78,2,2,True,69,4.6710000000002765
500,2281.406,2283.491,1,1,False,26,2.0850000000000364
501,2283.491,2286.494,2,2,True,43,3.0030000000001564
502,2286.619,2288.788,1,1,False,27,2.168999999999869
503,2289.289,2291.499,2,2,True,25,2.2099999999995816
504,2291.583,2295.503,2,2,True,59,3.9200000000000728
505,2296.296,2297.505,1,1,False,24,1.2090000000002874
506,2298.006,2299.215,1,1,False,7,1.2090000000002874
507,2299.299,2301.593,1,1,False,38,2.293999999999869
508,2302.802,2304.304,1,1,False,19,1.5019999999999527
509,2305.096,2307.39,1,1,False,21,2.293999999999869
510,2308.683,2310.894,1,1,False,39,2.2109999999997854
511,2311.394,2312.812,1,1,False,17,1.41800000000012
512,2313.605,2315.482,1,1,False,19,1.8769999999999527
513,2316.107,2317.692,1,1,False,30,1.5850000000000364
514,2317.817,2319.903,1,1,False,40,2.0859999999997854
515,2319.986,2325.909,2,2,True,51,5.923000000000229
516,2325.992,2327.702,1,1,False,18,1.7100000000000364
517,2327.786,2329.579,1,1,False,31,1.79300000000012
518,2329.704,2332.707,2,2,True,45,3.0029999999997017
519,2332.791,2334.501,1,1,False,25,1.7100000000000364
520,2334.501,2337.504,2,2,True,54,3.0029999999997017
521,2341.091,2343.218,1,1,False,27,2.1269999999999527
522,2347.097,2348.515,1,1,False,15,1.4179999999996653
523,2348.598,2350.892,1,1,False,32,2.293999999999869
524,2351.017,2353.186,1,1,False,38,2.169000000000324
525,2359.401,2364.989,2,2,True,48,5.588000000000193
526,2368.118,2370.203,2,2,True,45,2.0850000000000364
527,2370.787,2371.788,1,1,False,10,1.0010000000002037
528,2371.913,2375.0,1,1,False,36,3.086999999999989
529,2375.5,2378.586,2,2,True,63,3.0859999999997854
530,2378.712,2381.297,2,2,True,48,2.5850000000000364
531,2382.09,2386.011,2,2,True,47,3.9209999999998217
532,2386.094,2389.889,1,1,False,33,3.7950000000000728
533,2390.306,2391.683,1,1,False,10,1.3769999999999527
534,2391.808,2393.518,2,2,True,32,1.7100000000000364
535,2393.893,2395.979,1,1,False,31,2.0859999999997854
536,2396.104,2397.105,1,1,False,5,1.0010000000002037
537,2397.897,2398.982,1,1,False,11,1.0850000000000364
538,2401.317,2402.402,1,1,False,11,1.0850000000000364
539,2402.402,2404.279,1,1,False,25,1.8769999999999527
540,2404.779,2410.702,2,2,True,62,5.923000000000229
541,2411.786,2415.79,1,1,False,35,4.003999999999905
542,2415.915,2417.709,1,1,False,16,1.793999999999869
543,2418.71,2420.295,1,1,False,19,1.5850000000000364
544,2422.088,2423.214,1,1,False,10,1.125999999999749
545,2424.799,2425.8,1,1,False,10,1.0010000000002037
546,2431.806,2433.683,1,1,False,24,1.8769999999999527
547,2452.702,2457.499,1,1,False,30,4.796999999999571
548,2473.306,2474.391,1,1,False,12,1.0850000000000364
549,2477.811,2481.481,1,1,False,42,3.6700000000000728
550,2482.482,2483.483,1,1,False,5,1.0010000000002037
551,2483.9,2485.819,1,1,False,12,1.918999999999869
552,2487.696,2490.407,1,1,False,40,2.71100000000024
553,2491.116,2493.118,1,1,False,18,2.0019999999999527
554,2493.201,2495.495,1,1,False,20,2.293999999999869
555,2497.789,2499.207,1,1,False,6,1.4179999999996653
556,2500.0,2501.209,1,1,False,10,1.2089999999998327
557,2501.71,2503.294,1,1,False,21,1.5839999999998327
558,2503.92,2505.714,1,1,False,29,1.793999999999869
559,2506.297,2507.507,1,1,False,24,1.2100000000000364
560,2508.591,2509.801,1,1,False,16,1.2100000000000364
561,2510.802,2513.513,1,1,False,34,2.7109999999997854
562,2515.181,2516.182,1,1,False,5,1.000999999999749
563,2516.891,2518.601,1,1,False,30,1.7100000000000364
564,2520.311,2521.604,1,1,False,16,1.2929999999996653
565,2523.314,2524.607,1,1,False,18,1.29300000000012
566,2526.901,2529.279,2,2,True,44,2.3780000000001564
567,2529.404,2532.407,2,2,True,47,3.0030000000001564
568,2532.49,2534.993,1,1,False,39,2.5030000000001564
569,2537.704,2538.913,1,1,False,14,1.2089999999998327
570,2653.403,2655.405,1,1,False,25,2.0020000000004075
571,2656.406,2660.41,2,2,True,102,4.003999999999905
572,2662.412,2665.415,2,2,True,41,3.0030000000001564
